iteration,epoch,minibatch,cost,mode_prime,trip_purp,trip_km
281993,13.0,19565.0,13.78285,0.187,0.466,9.809
284179,13.0,21751.0,13.77531,0.187,0.464,9.789
286365,14.0,2068.0,13.67499,0.187,0.466,9.786
288551,14.0,4254.0,13.67311,0.187,0.465,9.809
290737,14.0,6440.0,13.67323,0.186,0.464,9.83
292923,14.0,8626.0,13.66277,0.186,0.464,9.795
295109,14.0,10812.0,13.65493,0.187,0.465,9.77
297295,14.0,12998.0,13.64719,0.186,0.466,9.769
299481,14.0,15184.0,13.63563,0.186,0.464,9.79
301667,14.0,17370.0,13.63037,0.187,0.463,9.8
303853,14.0,19556.0,13.62089,0.187,0.462,9.82
306039,14.0,21742.0,13.61231,0.187,0.463,9.769
308225,15.0,2059.0,13.55564,0.187,0.463,9.789
310411,15.0,4245.0,13.54167,0.186,0.462,9.785
312597,15.0,6431.0,13.53016,0.187,0.462,9.788
314783,15.0,8617.0,13.52172,0.186,0.462,9.786
316969,15.0,10803.0,13.50947,0.186,0.462,9.774
319155,15.0,12989.0,13.50275,0.186,0.461,9.768
321341,15.0,15175.0,13.49633,0.186,0.462,9.761
323527,15.0,17361.0,13.48868,0.186,0.461,9.753
325713,15.0,19547.0,13.47593,0.186,0.462,9.821
327899,15.0,21733.0,13.47061,0.186,0.461,9.791
330085,16.0,2050.0,13.3804,0.186,0.462,9.785
332271,16.0,4236.0,13.3828,0.186,0.46,9.767
334457,16.0,6422.0,13.38062,0.186,0.461,9.819
336643,16.0,8608.0,13.37752,0.186,0.461,9.81
338829,16.0,10794.0,13.36457,0.186,0.46,9.766
341015,16.0,12980.0,13.35622,0.186,0.461,9.804
343201,16.0,15166.0,13.35053,0.186,0.46,9.77
345387,16.0,17352.0,13.34301,0.186,0.459,9.781
347573,16.0,19538.0,13.33277,0.186,0.46,9.853
349759,16.0,21724.0,13.32705,0.186,0.461,9.755
351945,17.0,2041.0,13.24971,0.186,0.461,9.829
354131,17.0,4227.0,13.25112,0.186,0.459,9.779
356317,17.0,6413.0,13.23943,0.186,0.458,9.81
358503,17.0,8599.0,13.24139,0.186,0.459,9.776
360689,17.0,10785.0,13.22749,0.186,0.459,9.765
362875,17.0,12971.0,13.22292,0.186,0.458,9.755
365061,17.0,15157.0,13.21933,0.186,0.458,9.786
367247,17.0,17343.0,13.21342,0.186,0.457,9.802
369433,17.0,19529.0,13.20434,0.186,0.458,9.782
371619,17.0,21715.0,13.19751,0.186,0.458,9.762
373805,18.0,2032.0,13.15077,0.186,0.458,9.76
375991,18.0,4218.0,13.12654,0.186,0.458,9.767
378177,18.0,6404.0,13.12911,0.186,0.458,9.781
380363,18.0,8590.0,13.11517,0.186,0.457,9.806
382549,18.0,10776.0,13.10521,0.186,0.458,9.741
384735,18.0,12962.0,13.09548,0.186,0.459,9.759
386921,18.0,15148.0,13.08835,0.186,0.458,9.8
389107,18.0,17334.0,13.08454,0.186,0.456,9.77
391293,18.0,19520.0,13.07815,0.186,0.458,9.836
393479,18.0,21706.0,13.07316,0.186,0.456,9.741
395665,19.0,2023.0,13.01771,0.186,0.457,9.766
397851,19.0,4209.0,13.00458,0.186,0.456,9.785
400037,19.0,6395.0,12.99941,0.186,0.455,9.821
402223,19.0,8581.0,12.99365,0.186,0.455,9.786
404409,19.0,10767.0,12.98792,0.186,0.456,9.757
406595,19.0,12953.0,12.98365,0.186,0.455,9.755
408781,19.0,15139.0,12.97898,0.186,0.456,9.783
410967,19.0,17325.0,12.97768,0.186,0.455,9.79
413153,19.0,19511.0,12.97042,0.186,0.455,9.833
415339,19.0,21697.0,12.96729,0.186,0.455,9.746
417525,20.0,2014.0,12.92752,0.186,0.455,9.763
419711,20.0,4200.0,12.90761,0.186,0.455,9.814
421897,20.0,6386.0,12.90072,0.186,0.456,9.824
424083,20.0,8572.0,12.89803,0.186,0.455,9.786
426269,20.0,10758.0,12.88624,0.186,0.457,9.768
428455,20.0,12944.0,12.88178,0.186,0.455,9.775
430641,20.0,15130.0,12.87721,0.186,0.455,9.76
432827,20.0,17316.0,12.87678,0.186,0.455,9.751
435013,20.0,19502.0,12.86902,0.186,0.455,9.809
437199,20.0,21688.0,12.86656,0.186,0.454,9.746
439385,21.0,2005.0,12.82279,0.186,0.455,9.792
441571,21.0,4191.0,12.83554,0.186,0.454,9.783
443757,21.0,6377.0,12.82625,0.186,0.454,9.808
445943,21.0,8563.0,12.81948,0.186,0.454,9.789
448129,21.0,10749.0,12.81047,0.186,0.454,9.74
450315,21.0,12935.0,12.8051,0.186,0.456,9.738
452501,21.0,15121.0,12.7972,0.186,0.454,9.738
454687,21.0,17307.0,12.79175,0.186,0.454,9.794
456873,21.0,19493.0,12.78516,0.186,0.453,9.803
459059,21.0,21679.0,12.78036,0.186,0.453,9.787
461245,22.0,1996.0,12.70332,0.186,0.454,9.79
463431,22.0,4182.0,12.72439,0.186,0.454,9.796
465617,22.0,6368.0,12.72128,0.186,0.453,9.793
467803,22.0,8554.0,12.71517,0.186,0.453,9.809
469989,22.0,10740.0,12.70582,0.186,0.453,9.719
472175,22.0,12926.0,12.70207,0.186,0.453,9.775
474361,22.0,15112.0,12.69884,0.186,0.453,9.765
476547,22.0,17298.0,12.69575,0.186,0.454,9.765
478733,22.0,19484.0,12.68825,0.186,0.453,9.798
480919,22.0,21670.0,12.68264,0.186,0.452,9.738
483105,23.0,1987.0,12.6201,0.186,0.454,9.778
485291,23.0,4173.0,12.62666,0.185,0.453,9.755
487477,23.0,6359.0,12.62696,0.185,0.452,9.78
489663,23.0,8545.0,12.62342,0.185,0.453,9.752
491849,23.0,10731.0,12.61324,0.185,0.454,9.768
494035,23.0,12917.0,12.61019,0.186,0.452,9.769
496221,23.0,15103.0,12.60486,0.186,0.452,9.744
498407,23.0,17289.0,12.60355,0.186,0.452,9.747
500593,23.0,19475.0,12.59539,0.185,0.451,9.789
502779,23.0,21661.0,12.59193,0.186,0.452,9.73
504965,24.0,1978.0,12.5505,0.185,0.452,9.803
507151,24.0,4164.0,12.56475,0.185,0.453,9.753
509337,24.0,6350.0,12.55396,0.186,0.451,9.813
511523,24.0,8536.0,12.55068,0.186,0.451,9.779
513709,24.0,10722.0,12.54325,0.185,0.452,9.766
515895,24.0,12908.0,12.53755,0.185,0.451,9.749
518081,24.0,15094.0,12.5361,0.185,0.453,9.758
520267,24.0,17280.0,12.53311,0.186,0.452,9.757
522453,24.0,19466.0,12.5247,0.185,0.451,9.779
524639,24.0,21652.0,12.52082,0.185,0.452,9.763
526825,25.0,1969.0,12.48162,0.185,0.453,9.78
529011,25.0,4155.0,12.48641,0.185,0.45,9.789
531197,25.0,6341.0,12.47843,0.185,0.452,9.799
533383,25.0,8527.0,12.48006,0.185,0.45,9.786
535569,25.0,10713.0,12.46796,0.186,0.451,9.767
537755,25.0,12899.0,12.46543,0.185,0.451,9.717
539941,25.0,15085.0,12.46511,0.185,0.451,9.787
542127,25.0,17271.0,12.46151,0.186,0.451,9.782
544313,25.0,19457.0,12.45579,0.185,0.451,9.805
546499,25.0,21643.0,12.45569,0.185,0.45,9.737
548685,26.0,1960.0,12.41132,0.185,0.451,9.76
550871,26.0,4146.0,12.4202,0.185,0.45,9.785
553057,26.0,6332.0,12.41399,0.185,0.45,9.775
555243,26.0,8518.0,12.41613,0.185,0.45,9.804
557429,26.0,10704.0,12.40973,0.185,0.451,9.732
559615,26.0,12890.0,12.40358,0.185,0.45,9.745
561801,26.0,15076.0,12.39887,0.186,0.45,9.754
563987,26.0,17262.0,12.3973,0.186,0.45,9.75
566173,26.0,19448.0,12.39047,0.185,0.45,9.768
568359,26.0,21634.0,12.38746,0.186,0.45,9.708
570545,27.0,1951.0,12.35977,0.185,0.451,9.765
572731,27.0,4137.0,12.35209,0.185,0.45,9.763
574917,27.0,6323.0,12.3532,0.185,0.449,9.784
577103,27.0,8509.0,12.35019,0.185,0.451,9.783
579289,27.0,10695.0,12.34058,0.186,0.45,9.745
581475,27.0,12881.0,12.33465,0.185,0.45,9.767
583661,27.0,15067.0,12.33302,0.186,0.449,9.765
585847,27.0,17253.0,12.32981,0.185,0.449,9.757
588033,27.0,19439.0,12.32407,0.185,0.449,9.796
590219,27.0,21625.0,12.32255,0.186,0.449,9.746
592405,28.0,1942.0,12.28991,0.185,0.45,9.76
594591,28.0,4128.0,12.31541,0.185,0.45,9.733
596777,28.0,6314.0,12.30441,0.185,0.449,9.77
598963,28.0,8500.0,12.30144,0.184,0.449,9.783
601149,28.0,10686.0,12.289,0.185,0.449,9.697
603335,28.0,12872.0,12.28484,0.185,0.449,9.692
605521,28.0,15058.0,12.27907,0.185,0.449,9.746
607707,28.0,17244.0,12.27782,0.185,0.449,9.733
609893,28.0,19430.0,12.27068,0.185,0.449,9.767
612079,28.0,21616.0,12.26832,0.185,0.449,9.676
614265,29.0,1933.0,12.25068,0.185,0.449,9.796
616451,29.0,4119.0,12.23619,0.185,0.448,9.736
618637,29.0,6305.0,12.23402,0.185,0.448,9.765
620823,29.0,8491.0,12.23466,0.185,0.448,9.755
623009,29.0,10677.0,12.22215,0.185,0.449,9.68
625195,29.0,12863.0,12.21896,0.185,0.449,9.734
627381,29.0,15049.0,12.21717,0.185,0.45,9.741
629567,29.0,17235.0,12.21532,0.185,0.449,9.718
631753,29.0,19421.0,12.21243,0.185,0.448,9.763
633939,29.0,21607.0,12.21032,0.185,0.448,9.69
636125,30.0,1924.0,12.20077,0.185,0.448,9.782
638311,30.0,4110.0,12.20447,0.185,0.448,9.773
640497,30.0,6296.0,12.19468,0.185,0.448,9.784
642683,30.0,8482.0,12.19617,0.185,0.448,9.739
644869,30.0,10668.0,12.18782,0.185,0.449,9.671
647055,30.0,12854.0,12.19232,0.185,0.449,9.705
649241,30.0,15040.0,12.18748,0.185,0.448,9.69
651427,30.0,17226.0,12.18237,0.185,0.448,9.706
653613,30.0,19412.0,12.17395,0.185,0.447,9.724
655799,30.0,21598.0,12.17374,0.185,0.449,9.692
657985,31.0,1915.0,12.13555,0.185,0.448,9.733
660171,31.0,4101.0,12.11809,0.185,0.449,9.759
662357,31.0,6287.0,12.11351,0.185,0.448,9.747
664543,31.0,8473.0,12.11303,0.184,0.448,9.733
666729,31.0,10659.0,12.10314,0.185,0.448,9.69
668915,31.0,12845.0,12.10243,0.184,0.448,9.766
671101,31.0,15031.0,12.10244,0.185,0.447,9.701
673287,31.0,17217.0,12.10255,0.185,0.448,9.723
675473,31.0,19403.0,12.09927,0.184,0.447,9.741
677659,31.0,21589.0,12.09602,0.185,0.447,9.675
679845,32.0,1906.0,12.053,0.184,0.448,9.752
682031,32.0,4092.0,12.06364,0.185,0.447,9.727
684217,32.0,6278.0,12.06968,0.185,0.446,9.738
686403,32.0,8464.0,12.07246,0.184,0.447,9.734
688589,32.0,10650.0,12.0696,0.184,0.447,9.703
690775,32.0,12836.0,12.06834,0.185,0.445,9.716
692961,32.0,15022.0,12.05972,0.185,0.448,9.687
695147,32.0,17208.0,12.05874,0.185,0.445,9.727
697333,32.0,19394.0,12.05014,0.184,0.446,9.708
699519,32.0,21580.0,12.04664,0.184,0.446,9.665
701705,33.0,1897.0,12.02254,0.185,0.447,9.736
703891,33.0,4083.0,12.03829,0.185,0.447,9.73
706077,33.0,6269.0,12.02539,0.184,0.447,9.745
708263,33.0,8455.0,12.0169,0.184,0.447,9.754
710449,33.0,10641.0,12.00896,0.184,0.447,9.711
712635,33.0,12827.0,12.00906,0.184,0.446,9.682
714821,33.0,15013.0,12.00196,0.185,0.447,9.695
717007,33.0,17199.0,12.00202,0.184,0.447,9.72
719193,33.0,19385.0,11.99806,0.184,0.446,9.704
721379,33.0,21571.0,11.99493,0.184,0.446,9.708
723565,34.0,1888.0,11.94328,0.184,0.446,9.723
725751,34.0,4074.0,11.95635,0.184,0.446,9.74
727937,34.0,6260.0,11.9676,0.184,0.445,9.733
730123,34.0,8446.0,11.97153,0.185,0.447,9.695
732309,34.0,10632.0,11.96314,0.184,0.445,9.624
734495,34.0,12818.0,11.95898,0.184,0.445,9.694
736681,34.0,15004.0,11.95574,0.184,0.446,9.661
738867,34.0,17190.0,11.95617,0.184,0.445,9.703
741053,34.0,19376.0,11.95462,0.184,0.445,9.756
743239,34.0,21562.0,11.95409,0.184,0.446,9.722
745425,35.0,1879.0,11.93141,0.184,0.446,9.655
747611,35.0,4065.0,11.93999,0.184,0.445,9.699
749797,35.0,6251.0,11.92967,0.184,0.445,9.77
751983,35.0,8437.0,11.92242,0.184,0.446,9.722
754169,35.0,10623.0,11.91556,0.184,0.445,9.687
756355,35.0,12809.0,11.91025,0.184,0.446,9.68
758541,35.0,14995.0,11.90988,0.184,0.445,9.671
760727,35.0,17181.0,11.91039,0.184,0.445,9.71
762913,35.0,19367.0,11.90407,0.184,0.446,9.737
765099,35.0,21553.0,11.90695,0.184,0.442,9.684
767285,36.0,1870.0,11.90817,0.184,0.446,9.741
769471,36.0,4056.0,11.90879,0.184,0.444,9.739
771657,36.0,6242.0,11.89483,0.184,0.446,9.739
773843,36.0,8428.0,11.88905,0.184,0.444,9.719
776029,36.0,10614.0,11.88363,0.184,0.442,9.676
778215,36.0,12800.0,11.88251,0.184,0.444,9.661
780401,36.0,14986.0,11.88191,0.184,0.444,9.647
782587,36.0,17172.0,11.87904,0.184,0.443,9.707
784773,36.0,19358.0,11.87147,0.184,0.445,9.734
786959,36.0,21544.0,11.86889,0.184,0.444,9.763
789145,37.0,1861.0,11.86935,0.184,0.445,9.713
791331,37.0,4047.0,11.84971,0.184,0.444,9.68
793517,37.0,6233.0,11.85122,0.184,0.443,9.741
795703,37.0,8419.0,11.84559,0.184,0.444,9.752
797889,37.0,10605.0,11.84433,0.184,0.443,9.663
800075,37.0,12791.0,11.84053,0.184,0.444,9.673
802261,37.0,14977.0,11.83939,0.184,0.444,9.658
804447,37.0,17163.0,11.83795,0.184,0.441,9.658
806633,37.0,19349.0,11.83061,0.184,0.443,9.709
808819,37.0,21535.0,11.82705,0.184,0.443,9.7
811005,38.0,1852.0,11.788,0.184,0.443,9.733
813191,38.0,4038.0,11.79458,0.184,0.442,9.677
815377,38.0,6224.0,11.79548,0.184,0.444,9.748
817563,38.0,8410.0,11.79837,0.184,0.444,9.678
819749,38.0,10596.0,11.79585,0.184,0.443,9.726
821935,38.0,12782.0,11.78899,0.184,0.443,9.672
824121,38.0,14968.0,11.79137,0.184,0.442,9.622
826307,38.0,17154.0,11.78915,0.184,0.443,9.657
828493,38.0,19340.0,11.78277,0.184,0.443,9.698
830679,38.0,21526.0,11.78135,0.184,0.442,9.704
832865,39.0,1843.0,11.78078,0.184,0.442,9.696
835051,39.0,4029.0,11.77296,0.184,0.442,9.686
837237,39.0,6215.0,11.76099,0.184,0.441,9.736
839423,39.0,8401.0,11.75637,0.184,0.444,9.699
841609,39.0,10587.0,11.75013,0.184,0.443,9.673
843795,39.0,12773.0,11.74478,0.184,0.443,9.707
845981,39.0,14959.0,11.74728,0.184,0.441,9.716
848167,39.0,17145.0,11.7464,0.184,0.441,9.669
850353,39.0,19331.0,11.73978,0.184,0.441,9.701
852539,39.0,21517.0,11.73752,0.184,0.44,9.72
854725,40.0,1834.0,11.74079,0.184,0.443,9.699
856911,40.0,4020.0,11.71959,0.184,0.442,9.67
859097,40.0,6206.0,11.71336,0.184,0.44,9.689
861283,40.0,8392.0,11.71683,0.184,0.442,9.718
863469,40.0,10578.0,11.71288,0.184,0.442,9.666
865655,40.0,12764.0,11.71181,0.184,0.443,9.639
867841,40.0,14950.0,11.7089,0.184,0.441,9.694
870027,40.0,17136.0,11.71151,0.184,0.44,9.703
872213,40.0,19322.0,11.70889,0.184,0.441,9.72
874399,40.0,21508.0,11.7038,0.184,0.441,9.643
876585,41.0,1825.0,11.67671,0.184,0.44,9.698
878771,41.0,4011.0,11.68247,0.184,0.44,9.695
880957,41.0,6197.0,11.67656,0.184,0.442,9.74
883143,41.0,8383.0,11.67196,0.184,0.44,9.669
885329,41.0,10569.0,11.67453,0.184,0.443,9.64
887515,41.0,12755.0,11.67358,0.184,0.442,9.67
889701,41.0,14941.0,11.67151,0.184,0.44,9.654
891887,41.0,17127.0,11.67194,0.184,0.44,9.682
894073,41.0,19313.0,11.66459,0.183,0.44,9.701
896259,41.0,21499.0,11.66375,0.184,0.439,9.659
898445,42.0,1816.0,11.6693,0.184,0.441,9.684
900631,42.0,4002.0,11.65899,0.184,0.44,9.667
902817,42.0,6188.0,11.65143,0.184,0.44,9.729
905003,42.0,8374.0,11.65328,0.184,0.441,9.703
907189,42.0,10560.0,11.64799,0.184,0.441,9.667
909375,42.0,12746.0,11.64632,0.183,0.441,9.652
911561,42.0,14932.0,11.64415,0.183,0.439,9.672
913747,42.0,17118.0,11.64145,0.184,0.441,9.721
915933,42.0,19304.0,11.63472,0.183,0.439,9.702
918119,42.0,21490.0,11.63453,0.183,0.439,9.651
920305,43.0,1807.0,11.61517,0.184,0.439,9.683
922491,43.0,3993.0,11.60336,0.183,0.439,9.659
924677,43.0,6179.0,11.60147,0.183,0.439,9.707
926863,43.0,8365.0,11.60053,0.183,0.439,9.683
929049,43.0,10551.0,11.59257,0.184,0.44,9.714
931235,43.0,12737.0,11.59043,0.184,0.44,9.653
933421,43.0,14923.0,11.58838,0.184,0.44,9.676
935607,43.0,17109.0,11.59231,0.183,0.439,9.641
937793,43.0,19295.0,11.58839,0.183,0.44,9.668
939979,43.0,21481.0,11.58877,0.183,0.439,9.644
942165,44.0,1798.0,11.62343,0.184,0.44,9.717
944351,44.0,3984.0,11.59103,0.184,0.44,9.681
946537,44.0,6170.0,11.58038,0.184,0.44,9.731
948723,44.0,8356.0,11.57948,0.183,0.44,9.69
950909,44.0,10542.0,11.57447,0.183,0.441,9.642
953095,44.0,12728.0,11.57188,0.183,0.44,9.616
955281,44.0,14914.0,11.56887,0.183,0.44,9.636
957467,44.0,17100.0,11.56837,0.184,0.439,9.64
959653,44.0,19286.0,11.56363,0.184,0.439,9.687
961839,44.0,21472.0,11.56524,0.184,0.438,9.687
964025,45.0,1789.0,11.52387,0.184,0.438,9.69
966211,45.0,3975.0,11.55074,0.184,0.438,9.667
968397,45.0,6161.0,11.54481,0.183,0.439,9.755
970583,45.0,8347.0,11.54624,0.183,0.439,9.687
972769,45.0,10533.0,11.54425,0.183,0.44,9.619
974955,45.0,12719.0,11.53675,0.183,0.44,9.659
977141,45.0,14905.0,11.5333,0.183,0.44,9.698
979327,45.0,17091.0,11.53483,0.183,0.439,9.676
981513,45.0,19277.0,11.5326,0.183,0.438,9.694
983699,45.0,21463.0,11.53208,0.183,0.438,9.619
985885,46.0,1780.0,11.54591,0.184,0.44,9.656
988071,46.0,3966.0,11.52616,0.183,0.44,9.614
990257,46.0,6152.0,11.51771,0.183,0.439,9.717
992443,46.0,8338.0,11.51347,0.183,0.438,9.642
994629,46.0,10524.0,11.50906,0.183,0.44,9.636
996815,46.0,12710.0,11.50946,0.183,0.438,9.658
999001,46.0,14896.0,11.50522,0.183,0.438,9.642
1001187,46.0,17082.0,11.50787,0.184,0.438,9.677
1003373,46.0,19268.0,11.50532,0.183,0.438,9.677
1005559,46.0,21454.0,11.50436,0.183,0.438,9.687
1007745,47.0,1771.0,11.50762,0.184,0.44,9.678
1009931,47.0,3957.0,11.49757,0.183,0.44,9.717
1012117,47.0,6143.0,11.49751,0.183,0.438,9.683
1014303,47.0,8329.0,11.4914,0.183,0.439,9.683
1016489,47.0,10515.0,11.48595,0.183,0.439,9.627
1018675,47.0,12701.0,11.47878,0.183,0.438,9.632
1020861,47.0,14887.0,11.474,0.183,0.439,9.638
1023047,47.0,17073.0,11.47699,0.183,0.438,9.676
1025233,47.0,19259.0,11.47591,0.183,0.438,9.654
1027419,47.0,21445.0,11.47375,0.183,0.437,9.67
1029605,48.0,1762.0,11.44187,0.183,0.438,9.633
1031791,48.0,3948.0,11.4488,0.183,0.438,9.602
1033977,48.0,6134.0,11.44952,0.183,0.438,9.69
1036163,48.0,8320.0,11.45359,0.183,0.437,9.686
1038349,48.0,10506.0,11.45243,0.183,0.439,9.6
1040535,48.0,12692.0,11.44724,0.183,0.438,9.639
1042721,48.0,14878.0,11.44274,0.184,0.439,9.649
1044907,48.0,17064.0,11.44713,0.183,0.438,9.683
1047093,48.0,19250.0,11.44299,0.183,0.437,9.704
