iteration,epoch,minibatch,8,16,32,64,128
1082069,50,10488,0.22,0.191,0.186,0.183,0.183
1084255,50,12674,0.219,0.191,0.186,0.183,0.183
1086441,50,14860,0.219,0.191,0.186,0.184,0.183
1088627,50,17046,0.22,0.191,0.186,0.184,0.183
1090813,50,19232,0.22,0.191,0.186,0.183,0.183
1092999,50,21418,0.22,0.191,0.186,0.183,0.183
1095185,51,1735,0.22,0.191,0.186,0.183,0.183
1097371,51,3921,0.22,0.191,0.186,0.184,0.183
1099557,51,6107,0.219,0.191,0.186,0.183,0.183
1101743,51,8293,0.219,0.191,0.186,0.183,0.183
1103929,51,10479,0.22,0.191,0.186,0.183,0.183
1106115,51,12665,0.22,0.191,0.186,0.183,0.183
1108301,51,14851,0.219,0.191,0.186,0.184,0.183
1110487,51,17037,0.22,0.191,0.186,0.184,0.183
1112673,51,19223,0.22,0.191,0.186,0.183,0.183
1114859,51,21409,0.219,0.191,0.186,0.183,0.183
1117045,52,1726,0.22,0.191,0.186,0.183,0.183
1119231,52,3912,0.22,0.191,0.186,0.183,0.183
1121417,52,6098,0.219,0.191,0.186,0.183,0.183
1123603,52,8284,0.22,0.191,0.186,0.183,0.183
1125789,52,10470,0.22,0.191,0.186,0.183,0.183
1127975,52,12656,0.22,0.191,0.186,0.183,0.183
1130161,52,14842,0.22,0.191,0.186,0.183,0.183
1132347,52,17028,0.22,0.191,0.186,0.183,0.183
1134533,52,19214,0.22,0.191,0.186,0.183,0.183
1136719,52,21400,0.219,0.191,0.186,0.183,0.183
1138905,53,1717,0.22,0.191,0.186,0.183,0.183
1141091,53,3903,0.22,0.191,0.186,0.183,0.183
1143277,53,6089,0.22,0.191,0.186,0.183,0.183
1145463,53,8275,0.22,0.191,0.186,0.183,0.183
1147649,53,10461,0.22,0.191,0.186,0.183,0.183
1149835,53,12647,0.22,0.191,0.186,0.183,0.183
1152021,53,14833,0.22,0.191,0.186,0.183,0.183
1154207,53,17019,0.22,0.191,0.186,0.183,0.183
1156393,53,19205,0.22,0.191,0.186,0.183,0.183
1158579,53,21391,0.22,0.191,0.186,0.183,0.183
1160765,54,1708,0.22,0.191,0.186,0.183,0.182
1162951,54,3894,0.22,0.191,0.186,0.183,0.182
1165137,54,6080,0.22,0.191,0.186,0.183,0.183
1167323,54,8266,0.22,0.191,0.186,0.183,0.182
1169509,54,10452,0.22,0.191,0.186,0.183,0.183
1171695,54,12638,0.22,0.191,0.186,0.183,0.182
1173881,54,14824,0.22,0.191,0.186,0.183,0.183
1176067,54,17010,0.22,0.191,0.186,0.183,0.182
1178253,54,19196,0.22,0.191,0.186,0.183,0.182
1180439,54,21382,0.22,0.191,0.186,0.183,0.183
1182625,55,1699,0.22,0.191,0.186,0.183,0.182
1184811,55,3885,0.22,0.191,0.186,0.183,0.183
1186997,55,6071,0.22,0.191,0.186,0.183,0.183
1189183,55,8257,0.22,0.191,0.186,0.183,0.182
1191369,55,10443,0.22,0.191,0.186,0.183,0.182
1193555,55,12629,0.22,0.191,0.186,0.183,0.183
1195741,55,14815,0.22,0.191,0.186,0.183,0.183
1197927,55,17001,0.22,0.191,0.186,0.183,0.182
1200113,55,19187,0.22,0.191,0.186,0.183,0.183
1202299,55,21373,0.22,0.191,0.186,0.183,0.183
1204485,56,1690,0.22,0.191,0.186,0.183,0.182
1206671,56,3876,0.22,0.191,0.186,0.183,0.182
1208857,56,6062,0.22,0.191,0.186,0.183,0.182
1211043,56,8248,0.22,0.191,0.186,0.183,0.182
1213229,56,10434,0.22,0.191,0.186,0.183,0.182
1215415,56,12620,0.22,0.191,0.186,0.183,0.182
1217601,56,14806,0.22,0.191,0.186,0.183,0.183
1219787,56,16992,0.22,0.191,0.186,0.183,0.182
1221973,56,19178,0.22,0.191,0.186,0.183,0.182
1224159,56,21364,0.22,0.191,0.186,0.183,0.182
1226345,57,1681,0.22,0.191,0.186,0.183,0.182
1228531,57,3867,0.22,0.191,0.186,0.183,0.182
1230717,57,6053,0.22,0.191,0.186,0.183,0.182
1232903,57,8239,0.22,0.191,0.186,0.183,0.182
1235089,57,10425,0.22,0.191,0.186,0.183,0.182
1237275,57,12611,0.22,0.191,0.186,0.183,0.182
1239461,57,14797,0.22,0.191,0.186,0.183,0.183
1241647,57,16983,0.22,0.191,0.186,0.183,0.182
1243833,57,19169,0.22,0.191,0.186,0.183,0.182
1246019,57,21355,0.22,0.191,0.186,0.183,0.183
1248205,58,1672,0.22,0.191,0.186,0.183,0.183
1250391,58,3858,0.22,0.191,0.186,0.183,0.183
1252577,58,6044,0.218,0.191,0.186,0.183,0.182
1254763,58,8230,0.22,0.191,0.186,0.183,0.182
1256949,58,10416,0.22,0.191,0.186,0.183,0.182
1259135,58,12602,0.22,0.191,0.186,0.183,0.182
1261321,58,14788,0.22,0.191,0.186,0.183,0.182
1263507,58,16974,0.22,0.191,0.186,0.183,0.182
1265693,58,19160,0.22,0.191,0.186,0.183,0.182
1267879,58,21346,0.22,0.191,0.186,0.183,0.182
1270065,59,1663,0.22,0.191,0.186,0.183,0.183
1272251,59,3849,0.22,0.191,0.186,0.183,0.182
1274437,59,6035,0.22,0.191,0.186,0.183,0.182
1276623,59,8221,0.22,0.191,0.186,0.183,0.182
1278809,59,10407,0.22,0.191,0.186,0.183,0.182
1280995,59,12593,0.22,0.191,0.186,0.183,0.182
1283181,59,14779,0.22,0.191,0.186,0.183,0.182
1285367,59,16965,0.22,0.191,0.186,0.183,0.182
1287553,59,19151,0.22,0.191,0.186,0.183,0.182
1289739,59,21337,0.22,0.191,0.186,0.183,0.182
1291925,60,1654,0.22,0.191,0.186,0.183,0.182
1294111,60,3840,0.218,0.191,0.186,0.183,0.182
1296297,60,6026,0.218,0.191,0.186,0.183,0.182
1298483,60,8212,0.219,0.191,0.186,0.183,0.182
1300669,60,10398,0.22,0.191,0.186,0.183,0.182
1302855,60,12584,0.22,0.191,0.186,0.183,0.182
1305041,60,14770,0.219,0.191,0.186,0.183,0.182
1307227,60,16956,0.219,0.191,0.186,0.183,0.183
1309413,60,19142,0.22,0.191,0.186,0.183,0.182
1311599,60,21328,0.22,0.191,0.186,0.183,0.182
1313785,61,1645,0.218,0.191,0.186,0.183,0.182
1315971,61,3831,0.218,0.191,0.186,0.183,0.182
1318157,61,6017,0.218,0.191,0.186,0.183,0.182
1320343,61,8203,0.219,0.191,0.186,0.183,0.182
1322529,61,10389,0.22,0.191,0.186,0.183,0.182
1324715,61,12575,0.218,0.191,0.186,0.183,0.182
1326901,61,14761,0.22,0.191,0.186,0.183,0.182
1329087,61,16947,0.218,0.191,0.186,0.183,0.182
1331273,61,19133,0.218,0.191,0.186,0.183,0.182
1333459,61,21319,0.218,0.191,0.186,0.183,0.182
1335645,62,1636,0.218,0.191,0.186,0.183,0.182
1337831,62,3822,0.218,0.191,0.186,0.183,0.182
1340017,62,6008,0.218,0.191,0.186,0.183,0.182
1342203,62,8194,0.218,0.191,0.186,0.183,0.182
1344389,62,10380,0.22,0.191,0.186,0.183,0.182
1346575,62,12566,0.218,0.191,0.186,0.183,0.182
1348761,62,14752,0.218,0.191,0.186,0.183,0.182
1350947,62,16938,0.218,0.191,0.186,0.183,0.183
1353133,62,19124,0.218,0.191,0.186,0.183,0.182
1355319,62,21310,0.218,0.191,0.186,0.183,0.182
1357505,63,1627,0.218,0.191,0.186,0.183,0.182
1359691,63,3813,0.218,0.191,0.186,0.183,0.182
1361877,63,5999,0.218,0.191,0.186,0.183,0.182
1364063,63,8185,0.218,0.191,0.186,0.183,0.182
1366249,63,10371,0.218,0.191,0.186,0.183,0.182
1368435,63,12557,0.218,0.191,0.185,0.183,0.182
1370621,63,14743,0.218,0.191,0.186,0.183,0.182
1372807,63,16929,0.218,0.191,0.186,0.183,0.182
1374993,63,19115,0.218,0.191,0.186,0.183,0.182
1377179,63,21301,0.218,0.191,0.186,0.183,0.183
1379365,64,1618,0.218,0.191,0.186,0.183,0.182
1381551,64,3804,0.218,0.191,0.185,0.183,0.182
1383737,64,5990,0.218,0.191,0.186,0.183,0.182
1385923,64,8176,0.218,0.191,0.186,0.183,0.182
1388109,64,10362,0.218,0.191,0.186,0.183,0.182
1390295,64,12548,0.218,0.191,0.186,0.183,0.182
1392481,64,14734,0.218,0.191,0.186,0.183,0.183
1394667,64,16920,0.218,0.191,0.186,0.183,0.183
1396853,64,19106,0.218,0.191,0.186,0.183,0.182
1399039,64,21292,0.218,0.191,0.186,0.183,0.182
1401225,65,1609,0.218,0.191,0.185,0.183,0.182
1403411,65,3795,0.218,0.191,0.186,0.183,0.182
1405597,65,5981,0.218,0.191,0.186,0.183,0.182
1407783,65,8167,0.218,0.191,0.186,0.183,0.181
1409969,65,10353,0.218,0.191,0.185,0.183,0.182
1412155,65,12539,0.218,0.191,0.186,0.183,0.182
1414341,65,14725,0.218,0.191,0.186,0.183,0.182
1416527,65,16911,0.218,0.191,0.186,0.183,0.183
1418713,65,19097,0.218,0.191,0.186,0.183,0.182
1420899,65,21283,0.217,0.191,0.186,0.183,0.182
1423085,66,1600,0.218,0.191,0.186,0.183,0.183
1425271,66,3786,0.218,0.191,0.186,0.183,0.182
1427457,66,5972,0.218,0.191,0.185,0.183,0.182
1429643,66,8158,0.218,0.191,0.186,0.183,0.182
1431829,66,10344,0.218,0.191,0.186,0.183,0.182
1434015,66,12530,0.218,0.191,0.186,0.183,0.182
1436201,66,14716,0.218,0.191,0.185,0.183,0.183
1438387,66,16902,0.218,0.191,0.186,0.183,0.183
1440573,66,19088,0.218,0.191,0.186,0.183,0.182
1442759,66,21274,0.218,0.191,0.185,0.183,0.183
1444945,67,1591,0.218,0.191,0.186,0.183,0.182
1447131,67,3777,0.218,0.191,0.186,0.183,0.182
1449317,67,5963,0.218,0.191,0.186,0.183,0.182
1451503,67,8149,0.218,0.191,0.185,0.183,0.182
1453689,67,10335,0.218,0.19,0.186,0.183,0.182
1455875,67,12521,0.218,0.19,0.186,0.183,0.182
1458061,67,14707,0.218,0.191,0.186,0.183,0.182
1460247,67,16893,0.218,0.19,0.186,0.183,0.183
1462433,67,19079,0.218,0.19,0.186,0.183,0.182
1464619,67,21265,0.218,0.191,0.185,0.183,0.182
1466805,68,1582,0.218,0.191,0.185,0.183,0.182
1468991,68,3768,0.218,0.19,0.185,0.183,0.182
1471177,68,5954,0.218,0.191,0.185,0.183,0.182
1473363,68,8140,0.218,0.191,0.186,0.183,0.182
1475549,68,10326,0.218,0.191,0.186,0.183,0.183
1477735,68,12512,0.218,0.191,0.186,0.183,0.182
1479921,68,14698,0.218,0.191,0.186,0.183,0.183
1482107,68,16884,0.218,0.191,0.186,0.183,0.183
1484293,68,19070,0.218,0.191,0.185,0.183,0.182
1486479,68,21256,0.218,0.191,0.185,0.183,0.182
1488665,69,1573,0.218,0.191,0.186,0.183,0.182
1490851,69,3759,0.218,0.191,0.186,0.183,0.182
1493037,69,5945,0.218,0.191,0.185,0.183,0.183
1495223,69,8131,0.218,0.191,0.186,0.183,0.183
1497409,69,10317,0.218,0.19,0.186,0.183,0.182
1499595,69,12503,0.218,0.191,0.185,0.183,0.181
1501781,69,14689,0.218,0.191,0.186,0.183,0.182
1503967,69,16875,0.218,0.191,0.186,0.183,0.182
1506153,69,19061,0.218,0.191,0.186,0.183,0.182
1508339,69,21247,0.218,0.191,0.186,0.183,0.183
1510525,70,1564,0.218,0.191,0.186,0.183,0.182
1512711,70,3750,0.218,0.191,0.185,0.183,0.182
1514897,70,5936,0.218,0.191,0.185,0.183,0.183
1517083,70,8122,0.218,0.191,0.186,0.183,0.182
1519269,70,10308,0.218,0.19,0.186,0.183,0.182
1521455,70,12494,0.218,0.191,0.185,0.183,0.182
1523641,70,14680,0.218,0.191,0.186,0.183,0.183
1525827,70,16866,0.218,0.19,0.186,0.183,0.182
1528013,70,19052,0.218,0.191,0.185,0.183,0.183
1530199,70,21238,0.218,0.191,0.185,0.183,0.183
1532385,71,1555,0.218,0.191,0.185,0.183,0.182
1534571,71,3741,0.218,0.19,0.185,0.183,0.182
1536757,71,5927,0.218,0.191,0.185,0.183,0.182
1538943,71,8113,0.218,0.191,0.185,0.183,0.182
1541129,71,10299,0.218,0.19,0.186,0.183,0.183
1543315,71,12485,0.218,0.191,0.185,0.183,0.182
1545501,71,14671,0.218,0.19,0.185,0.183,0.183
1547687,71,16857,0.218,0.19,0.186,0.183,0.182
1549873,71,19043,0.218,0.19,0.185,0.183,0.182
1552059,71,21229,0.218,0.19,0.186,0.183,0.183
1554245,72,1546,0.218,0.191,0.186,0.183,0.182
1556431,72,3732,0.218,0.191,0.185,0.183,0.182
1558617,72,5918,0.218,0.191,0.185,0.183,0.182
1560803,72,8104,0.218,0.191,0.185,0.183,0.182
1562989,72,10290,0.218,0.19,0.185,0.183,0.182
1565175,72,12476,0.218,0.191,0.185,0.183,0.182
1567361,72,14662,0.218,0.19,0.185,0.183,0.183
1569547,72,16848,0.218,0.19,0.186,0.183,0.183
1571733,72,19034,0.218,0.19,0.185,0.183,0.182
1573919,72,21220,0.218,0.19,0.185,0.183,0.182
1576105,73,1537,0.218,0.191,0.186,0.183,0.182
1578291,73,3723,0.218,0.19,0.185,0.183,0.182
1580477,73,5909,0.218,0.19,0.185,0.183,0.182
1582663,73,8095,0.218,0.191,0.185,0.183,0.181
1584849,73,10281,0.218,0.19,0.185,0.183,0.182
1587035,73,12467,0.218,0.19,0.185,0.183,0.181
1589221,73,14653,0.218,0.19,0.186,0.183,0.183
1591407,73,16839,0.218,0.19,0.186,0.183,0.182
1593593,73,19025,0.218,0.19,0.185,0.183,0.183
1595779,73,21211,0.218,0.19,0.185,0.183,0.183
1597965,74,1528,0.218,0.19,0.185,0.182,0.183
1600151,74,3714,0.218,0.19,0.185,0.183,0.182
1602337,74,5900,0.218,0.19,0.185,0.183,0.183
1604523,74,8086,0.218,0.191,0.185,0.183,0.181
1606709,74,10272,0.218,0.19,0.186,0.183,0.183
1608895,74,12458,0.218,0.19,0.185,0.183,0.181
1611081,74,14644,0.218,0.19,0.186,0.183,0.183
1613267,74,16830,0.218,0.19,0.186,0.182,0.182
1615453,74,19016,0.218,0.19,0.185,0.183,0.182
1617639,74,21202,0.218,0.19,0.185,0.183,0.183
1619825,75,1519,0.218,0.191,0.185,0.183,0.183
1622011,75,3705,0.218,0.19,0.185,0.183,0.183
1624197,75,5891,0.218,0.191,0.185,0.183,0.183
1626383,75,8077,0.218,0.191,0.185,0.183,0.182
1628569,75,10263,0.218,0.19,0.185,0.183,0.182
1630755,75,12449,0.218,0.19,0.185,0.182,0.182
1632941,75,14635,0.218,0.191,0.185,0.183,0.183
1635127,75,16821,0.218,0.19,0.185,0.183,0.182
1637313,75,19007,0.218,0.19,0.185,0.183,0.182
1639499,75,21193,0.218,0.19,0.185,0.182,0.183
1641685,76,1510,0.218,0.19,0.185,0.183,0.183
1643871,76,3696,0.218,0.19,0.185,0.182,0.182
1646057,76,5882,0.218,0.19,0.185,0.183,0.183
1648243,76,8068,0.218,0.191,0.185,0.183,0.182
1650429,76,10254,0.218,0.19,0.185,0.183,0.182
1652615,76,12440,0.218,0.19,0.185,0.183,0.182
1654801,76,14626,0.218,0.19,0.185,0.183,0.183
1656987,76,16812,0.218,0.19,0.185,0.182,0.183
1659173,76,18998,0.218,0.19,0.185,0.183,0.182
1661359,76,21184,0.218,0.19,0.186,0.183,0.182
1663545,77,1501,0.218,0.19,0.185,0.183,0.182
1665731,77,3687,0.218,0.19,0.185,0.183,0.182
1667917,77,5873,0.218,0.19,0.185,0.183,0.182
1670103,77,8059,0.218,0.191,0.185,0.183,0.181
1672289,77,10245,0.218,0.19,0.185,0.183,0.183
1674475,77,12431,0.218,0.19,0.185,0.183,0.182
1676661,77,14617,0.218,0.19,0.185,0.183,0.183
1678847,77,16803,0.218,0.19,0.185,0.183,0.183
1681033,77,18989,0.218,0.19,0.185,0.182,0.182
1683219,77,21175,0.218,0.191,0.185,0.183,0.182
1685405,78,1492,0.218,0.19,0.185,0.182,0.182
1687591,78,3678,0.218,0.19,0.185,0.182,0.183
1689777,78,5864,0.218,0.19,0.185,0.183,0.183
1691963,78,8050,0.218,0.191,0.185,0.183,0.182
1694149,78,10236,0.218,0.19,0.185,0.183,0.182
1696335,78,12422,0.218,0.19,0.185,0.182,0.182
1698521,78,14608,0.218,0.19,0.185,0.182,0.183
1700707,78,16794,0.218,0.19,0.185,0.183,0.183
1702893,78,18980,0.218,0.19,0.185,0.183,0.182
1705079,78,21166,0.218,0.191,0.185,0.182,0.182
1707265,79,1483,0.218,0.191,0.185,0.183,0.183
1709451,79,3669,0.218,0.191,0.185,0.182,0.182
1711637,79,5855,0.218,0.191,0.185,0.183,0.183
1713823,79,8041,0.218,0.191,0.185,0.183,0.182
1716009,79,10227,0.218,0.19,0.185,0.183,0.183
1718195,79,12413,0.218,0.19,0.185,0.182,0.181
1720381,79,14599,0.218,0.19,0.185,0.182,0.183
1722567,79,16785,0.218,0.19,0.185,0.182,0.182
1724753,79,18971,0.218,0.191,0.185,0.182,0.183
1726939,79,21157,0.218,0.191,0.185,0.182,0.182
1729125,80,1474,0.218,0.191,0.185,0.182,0.182
1731311,80,3660,0.218,0.191,0.185,0.182,0.182
1733497,80,5846,0.218,0.191,0.185,0.182,0.183
1735683,80,8032,0.218,0.191,0.185,0.183,0.182
1737869,80,10218,0.218,0.19,0.185,0.182,0.183
1740055,80,12404,0.218,0.19,0.185,0.182,0.182
1742241,80,14590,0.218,0.19,0.185,0.183,0.183
1744427,80,16776,0.218,0.19,0.185,0.182,0.182
1746613,80,18962,0.218,0.19,0.185,0.182,0.183
1748799,80,21148,0.218,0.19,0.185,0.182,0.183
1750985,81,1465,0.218,0.191,0.185,0.182,0.182
1753171,81,3651,0.218,0.19,0.185,0.182,0.183
1755357,81,5837,0.218,0.191,0.185,0.182,0.183
1757543,81,8023,0.218,0.191,0.185,0.182,0.181
1759729,81,10209,0.218,0.191,0.185,0.182,0.183
1761915,81,12395,0.218,0.19,0.185,0.182,0.182
1764101,81,14581,0.218,0.19,0.185,0.183,0.183
1766287,81,16767,0.218,0.19,0.185,0.182,0.182
1768473,81,18953,0.218,0.19,0.185,0.182,0.182
1770659,81,21139,0.218,0.19,0.185,0.182,0.182
1772845,82,1456,0.218,0.191,0.185,0.182,0.182
1775031,82,3642,0.218,0.191,0.185,0.182,0.182
1777217,82,5828,0.218,0.191,0.185,0.182,0.182
1779403,82,8014,0.218,0.191,0.185,0.183,0.182
1781589,82,10200,0.218,0.19,0.185,0.182,0.183
1783775,82,12386,0.218,0.191,0.185,0.183,0.182
1785961,82,14572,0.218,0.191,0.185,0.182,0.183
1788147,82,16758,0.218,0.19,0.185,0.183,0.184
1790333,82,18944,0.218,0.19,0.185,0.182,0.182
1792519,82,21130,0.218,0.19,0.185,0.182,0.183
1794705,83,1447,0.218,0.19,0.185,0.183,0.183
1796891,83,3633,0.218,0.19,0.185,0.182,0.182
1799077,83,5819,0.218,0.19,0.185,0.182,0.182
1801263,83,8005,0.218,0.191,0.185,0.182,0.182
1803449,83,10191,0.218,0.19,0.185,0.182,0.182
1805635,83,12377,0.218,0.19,0.185,0.182,0.182
1807821,83,14563,0.218,0.19,0.185,0.183,0.183
1810007,83,16749,0.218,0.19,0.185,0.182,0.182
1812193,83,18935,0.218,0.19,0.185,0.182,0.182
1814379,83,21121,0.218,0.19,0.185,0.182,0.183
1816565,84,1438,0.218,0.19,0.185,0.182,0.182
1818751,84,3624,0.218,0.19,0.185,0.182,0.182
1820937,84,5810,0.218,0.191,0.185,0.182,0.183
1823123,84,7996,0.218,0.191,0.185,0.182,0.181
1825309,84,10182,0.218,0.19,0.185,0.182,0.184
1827495,84,12368,0.218,0.19,0.185,0.182,0.182
1829681,84,14554,0.218,0.19,0.185,0.182,0.182
1831867,84,16740,0.218,0.19,0.185,0.182,0.183
1834053,84,18926,0.218,0.191,0.185,0.183,0.183
1836239,84,21112,0.218,0.19,0.185,0.182,0.182
1838425,85,1429,0.218,0.19,0.185,0.182,0.182
1840611,85,3615,0.218,0.19,0.185,0.183,0.183
1842797,85,5801,0.218,0.19,0.185,0.182,0.183
1844983,85,7987,0.218,0.191,0.185,0.183,0.182
1847169,85,10173,0.218,0.19,0.185,0.182,0.181
1849355,85,12359,0.218,0.19,0.185,0.182,0.183
1851541,85,14545,0.218,0.191,0.185,0.182,0.182
1853727,85,16731,0.218,0.19,0.185,0.183,0.183
1855913,85,18917,0.218,0.19,0.185,0.182,0.183
1858099,85,21103,0.218,0.19,0.185,0.182,0.182
1860285,86,1420,0.218,0.191,0.185,0.182,0.183
1862471,86,3606,0.218,0.19,0.185,0.182,0.183
1864657,86,5792,0.218,0.19,0.185,0.182,0.182
1866843,86,7978,0.218,0.191,0.185,0.182,0.182
1869029,86,10164,0.218,0.19,0.185,0.182,0.183
1871215,86,12350,0.218,0.19,0.185,0.182,0.182
1873401,86,14536,0.218,0.191,0.185,0.183,0.183
1875587,86,16722,0.218,0.19,0.185,0.183,0.182
1877773,86,18908,0.218,0.19,0.185,0.183,0.182
1879959,86,21094,0.218,0.19,0.185,0.182,0.183
1882145,87,1411,0.218,0.191,0.185,0.182,0.183
1884331,87,3597,0.218,0.19,0.185,0.182,0.183
1886517,87,5783,0.218,0.19,0.185,0.182,0.183
1888703,87,7969,0.218,0.191,0.185,0.182,0.182
1890889,87,10155,0.218,0.19,0.185,0.182,0.183
1893075,87,12341,0.218,0.19,0.185,0.182,0.183
1895261,87,14527,0.218,0.19,0.185,0.182,0.183
1897447,87,16713,0.218,0.19,0.185,0.182,0.183
1899633,87,18899,0.218,0.19,0.185,0.183,0.182
1901819,87,21085,0.218,0.191,0.185,0.182,0.183
1904005,88,1402,0.218,0.19,0.185,0.183,0.183
1906191,88,3588,0.218,0.19,0.185,0.182,0.183
1908377,88,5774,0.218,0.19,0.185,0.182,0.183
1910563,88,7960,0.218,0.191,0.185,0.182,0.181
1912749,88,10146,0.218,0.19,0.185,0.182,0.182
1914935,88,12332,0.218,0.19,0.185,0.182,0.182
1917121,88,14518,0.218,0.19,0.185,0.182,0.183
1919307,88,16704,0.218,0.19,0.185,0.182,0.183
1921493,88,18890,0.218,0.19,0.185,0.182,0.182
1923679,88,21076,0.218,0.19,0.185,0.182,0.183
1925865,89,1393,0.218,0.19,0.184,0.182,0.182
1928051,89,3579,0.218,0.19,0.185,0.182,0.182
1930237,89,5765,0.218,0.19,0.185,0.182,0.183
1932423,89,7951,0.218,0.191,0.185,0.182,0.182
1934609,89,10137,0.218,0.19,0.185,0.182,0.183
1936795,89,12323,0.218,0.19,0.185,0.182,0.183
1938981,89,14509,0.218,0.19,0.185,0.182,0.183
1941167,89,16695,0.218,0.19,0.185,0.182,0.183
1943353,89,18881,0.218,0.191,0.185,0.182,0.183
1945539,89,21067,0.218,0.19,0.185,0.182,0.183
1947725,90,1384,0.218,0.19,0.185,0.182,0.182
1949911,90,3570,0.218,0.191,0.185,0.182,0.183
1952097,90,5756,0.218,0.191,0.185,0.182,0.183
1954283,90,7942,0.218,0.191,0.185,0.182,0.181
1956469,90,10128,0.218,0.19,0.185,0.182,0.182
1958655,90,12314,0.218,0.19,0.185,0.182,0.181
1960841,90,14500,0.218,0.19,0.185,0.182,0.183
1963027,90,16686,0.218,0.19,0.185,0.182,0.183
1965213,90,18872,0.218,0.19,0.185,0.182,0.183
1967399,90,21058,0.218,0.19,0.185,0.182,0.182
1969585,91,1375,0.218,0.19,0.185,0.182,0.182
1971771,91,3561,0.218,0.19,0.185,0.182,0.184
1973957,91,5747,0.218,0.191,0.185,0.182,0.182
1976143,91,7933,0.218,0.191,0.185,0.182,0.183
1978329,91,10119,0.218,0.19,0.185,0.182,0.183
1980515,91,12305,0.218,0.191,0.185,0.182,0.182
1982701,91,14491,0.218,0.191,0.185,0.182,0.183
1984887,91,16677,0.218,0.191,0.185,0.182,0.183
1987073,91,18863,0.218,0.19,0.185,0.182,0.182
1989259,91,21049,0.218,0.191,0.185,0.182,0.183
1991445,92,1366,0.218,0.19,0.185,0.182,0.183
1993631,92,3552,0.218,0.19,0.185,0.182,0.183
1995817,92,5738,0.218,0.191,0.185,0.182,0.182
1998003,92,7924,0.218,0.191,0.185,0.182,0.181
2000189,92,10110,0.218,0.19,0.185,0.182,0.181
2002375,92,12296,0.218,0.191,0.185,0.182,0.182
2004561,92,14482,0.218,0.19,0.185,0.182,0.183
2006747,92,16668,0.218,0.19,0.185,0.182,0.182
2008933,92,18854,0.218,0.191,0.185,0.182,0.181
2011119,92,21040,0.218,0.191,0.185,0.182,0.183
2013305,93,1357,0.218,0.19,0.185,0.182,0.182
2015491,93,3543,0.218,0.19,0.185,0.182,0.182
2017677,93,5729,0.218,0.19,0.184,0.182,0.183
2019863,93,7915,0.218,0.191,0.185,0.182,0.182
2022049,93,10101,0.218,0.19,0.185,0.183,0.184
2024235,93,12287,0.218,0.19,0.184,0.182,0.183
2026421,93,14473,0.218,0.19,0.185,0.182,0.183
2028607,93,16659,0.218,0.19,0.185,0.183,0.183
2030793,93,18845,0.218,0.19,0.185,0.182,0.183
2032979,93,21031,0.218,0.19,0.185,0.182,0.182
2035165,94,1348,0.218,0.191,0.185,0.182,0.183
2037351,94,3534,0.218,0.19,0.185,0.182,0.182
2039537,94,5720,0.218,0.19,0.184,0.182,0.182
2041723,94,7906,0.218,0.19,0.185,0.182,0.181
2043909,94,10092,0.218,0.19,0.184,0.182,0.183
2046095,94,12278,0.218,0.19,0.185,0.182,0.182
2048281,94,14464,0.218,0.19,0.185,0.182,0.182
2050467,94,16650,0.218,0.19,0.185,0.182,0.183
2052653,94,18836,0.218,0.19,0.185,0.182,0.183
2054839,94,21022,0.218,0.19,0.185,0.182,0.182
2057025,95,1339,0.218,0.19,0.185,0.182,0.183
2059211,95,3525,0.218,0.19,0.185,0.182,0.183
2061397,95,5711,0.218,0.19,0.185,0.182,0.183
2063583,95,7897,0.218,0.191,0.185,0.182,0.182
2065769,95,10083,0.218,0.19,0.185,0.182,0.183
2067955,95,12269,0.218,0.19,0.185,0.182,0.183
2070141,95,14455,0.218,0.19,0.184,0.182,0.184
2072327,95,16641,0.218,0.19,0.185,0.182,0.182
2074513,95,18827,0.218,0.19,0.185,0.182,0.182
2076699,95,21013,0.218,0.19,0.185,0.182,0.183
2078885,96,1330,0.218,0.19,0.185,0.182,0.183
2081071,96,3516,0.218,0.19,0.185,0.182,0.183
2083257,96,5702,0.218,0.19,0.185,0.182,0.183
2085443,96,7888,0.218,0.191,0.185,0.182,0.182
2087629,96,10074,0.218,0.19,0.185,0.182,0.182
2089815,96,12260,0.218,0.19,0.185,0.182,0.182
2092001,96,14446,0.218,0.19,0.185,0.182,0.184
2094187,96,16632,0.218,0.19,0.185,0.182,0.183
2096373,96,18818,0.218,0.19,0.185,0.182,0.182
2098559,96,21004,0.218,0.19,0.185,0.182,0.182
2100745,97,1321,0.218,0.19,0.185,0.182,0.183
2102931,97,3507,0.218,0.19,0.185,0.182,0.182
2105117,97,5693,0.218,0.19,0.185,0.182,0.182
2107303,97,7879,0.218,0.191,0.185,0.182,0.182
2109489,97,10065,0.218,0.191,0.185,0.182,0.184
2111675,97,12251,0.218,0.191,0.185,0.182,0.182
2113861,97,14437,0.218,0.19,0.185,0.182,0.182
2116047,97,16623,0.218,0.19,0.185,0.182,0.183
2118233,97,18809,0.218,0.19,0.185,0.182,0.183
2120419,97,20995,0.218,0.19,0.185,0.182,0.182
2122605,98,1312,0.218,0.19,0.185,0.182,0.184
2124791,98,3498,0.218,0.19,0.185,0.182,0.182
2126977,98,5684,0.218,0.19,0.185,0.182,0.183
2129163,98,7870,0.218,0.191,0.185,0.182,0.182
2131349,98,10056,0.218,0.19,0.185,0.182,0.183
